text	label
think guy mess bad airline ruin hope dream	neg
flight depart enroute	neu
approach hour sit plane ground dfw americanairlines flight oscar performance	neg
useless baggage service call tell bag now maybe midnight	neg
check flight website easy ask bear shit toilet justsay	neu
make small improvement retain program win crappy food change advantage lose	neg
aa cancel flightl flight courtesy notify alternative very poor	neg
load luggage plane over hour delay	neg
spend flight could go mileage program suck	neg
plz bring agent dfw aa cstmr srvc ctr gate a agent ppl	neg
food serve vile gross the entire cabin eat meal survey flight crew another gross	neg
bag not load plane	neg
get update bad communication flight delay mechanical word poorservice	neg
look like good hope guess air think mile alaska which suck	neg
navy sister flight cancld agent call hold amp discnct any help	neg
wife amp infant daughter abi dfw en route delay can hold rdu connect	neg
educate bohol w volunteer staff help kid buy plane ticket can help	neu
anxious care customer inconvenience cancel flightledflight	neg
problem call other airline send automatic email rebook courtesy	neg
why handle customer need cancel flightled flight number lead quick goodbye very sad	neg
very upset select seat tuesday flight online phone terrible customer service please help	neg
need albuquerque nm usa cebu philippines provide educational help kid can help	neu
amp automate voice tell wait hour	neg
change aadvantage travel plan amp call help sea ur busy amp hang what give	neg
yes tomorrow but work mad situation	neg
cheat go horribly wrong promise will stray anymore talk	neg
understaffing look like labor slowdown weather incompetence disregard customer	neg
need help reservation purchase operate	neg
flight dfw lit tomorrow cancel flightled what pls advise help	neg
take call need change flight	neg
flight reserve tomorrow cancel flightled can cancel flight reservation refund	neg
thank fa shawn spectacular service flt lhrdfw fa susan warm engage onboard welcome	pos
choose seat online book smh	neg
delay tell engine need troubleshot make person paranoid	neg
overweight flight sell ticket seat know let	neg
how	neu
jfk flight boston delay min wait cater board flight lax wait hour wtf	neg
yes say reservation retrieve time also get email aa say flight cancel flightled	neg
can help cancel flightled flight like book flight hold minute count	neg
end flight la fourth time standby thank	pos
wait hold hour	neg
thank now carry guy insist check gate miss will till late flight tomorrow morning	neg
ok thank let know appreciate response	pos
speak soon min late flightr wait bag load some sympathy appreciate	neg
sean look aa schedule give clue	neu
thank	pos
take fun air travel	neg
worry talk seat assignment	pos
this look like jfk great pic oneworld jet line opposite air berlin lan aa	neu
be try day hang time guy horrible	neg
james dedicate inbound phone line telephone eat billion profit	neg
hear boarding flight jfk hour ago good luck w flight	neu
sit plane gate computer sy issue point cancel flight flight ridiculous	neg
valid response multinational corp profit measure billion stop understaff	neg
yo catering truck eye unmoving	neu
international airline experience record profit quarter but staff center	neg
great seat aircraft	pos
be rudeness poor customer service job requirement be wait see plane	neg
both picture take time right totallyconfus	neu
flight attendant freak leave aircraft passenger react delay cattle treatment surreal	neg
miami rio participate representing yourstoryhere	neu
worker check ice plane cell phone flashlight really come	neg
be fly madrid jfk dfw ord huge	neu
the wine serve usairway flight water right bottle	neg
pick good picture want board airline know	neu
passenger there reservation number	neg
profit maximization priority nothing register dinosaur	neg
departure sure be catering strike jfk	neu
file number work need character email easier	neu
yeah tweet platitude think twitter bot care or	neg
suppose depart board	neg
bad customer service airline encounter flat awful	neg
tweet can impersonal response impatient customer get	neg
done thank	pos
nice aa employee make skillful excuse late flightness catering snafu	neg
taxi dfw airport min state min past depart gate need deice wow uncool amp untrue	neg
hr amp cncld flight late flightr land phl now min amp count tarmac wait gate pls good	neg
deliver mom delay bag wrong place hrs hold yesterday hr today still bag aa	neg
yeah try harder no cater truck sight can leave food will eat	neg
awful customer service	neg
good brothaaaaaa	pos
pull away gate departure time leave tarmac claim power issue magically repair	neg
wheel exact send dm	neu
translation reinvest mammoth profit customer service experience care	neg
omg answer your phone have be on hold for hour cancel flighted flights suck	neg
quit the nonsense amp lie colossal infringement longer away	neg
look like go finally	neg
care that customer service run bot	neg
pls tell person phone asap	neg
cancel flight flight tomorrow morning number please want home	neg
will not allow call husband ticket look like seat take not	neu
yes have to get home tomorrow please	neg
unfriendly unhelpful agent unannounced gate change delay flight find word mouth	neg
flight sit dfw wait baggage load	neg
try time select seat the one available cost extra seat	neg
need miracle help flight fingerscross pleasegod missmykid	neg
aex be go	neu
want stay overnight airport morning	neg
finally thank customer service rep ctl any idea cause system failure	neg
try rebook flight cancelled flightlation nightmare hang can help rebook	neg
try get help agent phone twitter fb can american airlines help	neg
close	neg
come catch home dca let great leg tonight	pos
appreciate apology sincerely thank that want begin	pos
aa good job oversell flight delay minute deplane overflow passenger bag	neg
line wait minute	neg
know customer service sure know	neg
understand flight cancel flightation able change flight hrs acceptable	neg
pay hotel car ride miss class pay miss work tell talk	neg
keep hang miss second flight	neg
yeah help have bag ship correct city time probably help	neg
time helpful miss work nd school nd manager rem mia tell want talk	neg
flight cancel flightled mess ensue please thank awesome marcos concierge key gru sort	neg
rebook call leave number callback hear flight tomorrow	neg
push crew jfk delay counting	neg
believe long flight phi take know us airways like home	neg
hopefully guy willing cover lovely car rental living charge love extra day	neg
same yesterday cancel flighted flight customer support awful	neg
big surprise flight delay hopefully hour like flight thank sleepless night	neg
not worthy response this begin social medium alert world aa usele	neg
hi aa friend sis flight cancel flight weather any way help what option	neg
crew current leg request gate team leg	neg
there option get	neg
tomorrow flight cancel flight understand three hour wait minute hold not cool	neg
flight cancel flighted tomorrow mean strand airport night wow	neg
hard cater ready	neg
why iphone app sort notification option	neg
unbelievable unacceptable flight jfk everyone gate upset day	neg
flight update email land info send second flight lose biz	neg
flight dfw passenger sit plane wait luggage load wait	neg
flight have allll day board wait cater	neg
husband year old son stick overnight dc thank crew member argue board flight	neg
guy work fly guy	neg
versus customer convenience trip cali	pos
agent refuse help busy amp need no one willing help apparently exec plat mean zero	neg
fight get cancel flighted u help rebook flight call center busy answer call hold yuck	neg
contact refund dm provide phone number	neu
ah try hr can	neg
ridiculous terrible customer service lack urgency be convinced	neg
course intention issue lie lack response contact directly sit hold min	neg
wait airport wait tomorrow sort help	neg
pathetic gate agent lie face fault	neg
try check flight on line work amp agent busy	neg
yep move show fly standby	neu
understand weather nice hear apology phone move flight inconvenient day	neg
baggage lose flight cancel flightled accommodation not airline at free hotel	neg
dallas do chance catch boston do need run gate	neu
aa need hail mary how dallas joplin jln hour willing fly airport drive	neg
hold half hour thank cancel flight flight notify	neg
rude gate agent ord lga seem temper make check bag fit inside sizer	neg
hi ho hi ho work weeklycommuteonaa	neu
sour taste customer vacation joke watch care thank choose video	neg
expect flight dfw cancel flightled tomorrow am afternoon	neu
help stick need home saveus	neg
let line hour hope ticket leave flight want late flightr	neg
flight lax las close early gate agent hassle patheticcx	neg
honestly shock process service compare airline experience not sure	neg
plane ready be go find crew run time like night shortstaff	neg
flight dfw passenger sit plane wait luggage load	neg
at e mail adress send ceo doug parker letter hopefully read	neu
customer service line experience high volume spontaneously hangup person	neg
hour pick try pay overtime bring people	neg
what good way check delay cancel flightlations flight dfw tuesday	neu
big ups newark airport staff treat lovely town	pos
pleaseeee find suitcase want deoderant clean shirt work tomorrow	neg
here	neu
hey think leave wallet can	neu
ok thanks have great night aa team	pos
can travel agent support phone number not find website thank	neu
idea flight	neg
maint delay leave stick den flight be plane hrs stop fly break french plane	neg
suck teco teco reclameaqui tripadvisor	neg
cincy luggage tonight strand dallas day clothe yousuck	neg
hang agent ground useless how seat class ticket book week ago	neg
have literally hold hour tell sabotage chance get home	neg
guy bad	neg
hour airport	neg
understand zero flt wait time ph advan mem	neg
ok late flight and matter flight cancel flight morning yyz am	neg
plane break unload passenger tell enter come flight cancel flightled miss wedding badbusiness	neg
upset hometown airline stick den flt cancel flightled other get new flt info	neg
absolutely worse cust svc experience yr fly supvrs iah extremely rude poorservice travel	neg
kid upset staff upset accuse steal fruit mistreatment airline policy austic child	neg
try cancel flightled flight tomorrow hour	neg
trip cut hrs short flight change massive peanut ask receive oz	neg
flight cancel flightled website say phone number phone say check online how suppose help	neg
yes spend day talk agent finally offer let stay hotel	neg
flight jfk ege cxld runway hour flight move will luggage nice	neg
delay hour time need catch train	neg
mention hour wait agent phone	neg
cancel flight flight delay not cool	neg
hour customer service horrendous fly delta	neg
flight customer sit plane wait baggage load aa dfw hour delay	neg
different airport way get different airport	neg
aa agent say repeat explain tell understand english conversation	neg
long wait literally go shopping different center lunch prepared dinner surprise winter staff better	neg
aa hour late flight depart ohare luggage not happy standing long line baggage svc	neg
flight dfw gsp go cancel flightled tomorrow	neg
stuck plane charlotte go miss connection no word staff maybe damn pretzel	neg
do happen know plane repaint fly sunset	neu
cancel flight rebook air have nonstop	neg
today wait violation dot passengerbillofright	neg
arrive lax ord flight no luggage	neg
get ba flight airport accommodate leave info no voucher food	neg
flight need b flight frm mia tpa extremely irritated airport hr	neg
trip come soon	pos
message pic send	neu
flight d fw delay hour wait sit plane baggage load	neg
be try book new flight hour wrong website	neg
consider purchase attempt use believe fit parameter	neu
pretty impressed flight entertainment full touch usable smooth good selection	pos
now site work wtf	neg
help wrong stick florida need learn real airline	neg
disrupt cancel flightled airport agent horrendous sharon saviour	neg
great thank good work	pos
flight delay amp talk reach customer service high volume	neg
w planner spec circle pacific let plan demo route website	neg
listen flight take house kick flight booking problems am flight tomorrow iceday	neg
go stick florida day hold connect flight lga	neg
yes soon moment gather thought	neu
go ticket counter get help	neg
just learn flight cancel phone option assistance online any suggestion	neg
get email itinerary change phone new flight time work help	neg
help flight appear cancel flight ft lauderdale dallas lax be leave mia fll thxu	neu
computer system leave flight plan any eta american air	neg
reflight booking problems following day unacceptable dm phone number	neg
want flight hold want new flight	neg
sit gate flight hour sabre what backup plan place sabre fix	neg
get rebook aa online app	neu
pray gear lose steal your incompetent employee cnn abcnews msnbc photography	neg
shoutout agent duty gate abq outstanding customer service w delay flt	pos
want treat platinum gold flyer	neg
gate attendant abq awful service ashamed terrible experience start finish	neg
still sit airport flt delay board happen no info	neg
gate agent pa update hour hint abandonment horrible experience passenger	neg
long day philly flt ord cancel flight no notice message email not nice for we platinums	neg
travel tomorrow cancel flightled stupidly rebook tomorrow reservation	neg
department come thank	neu
cancel flightled can day no explanation	neg
help bit actually end drive home extreme disorganization lack communication	neg
united need ticket number rebook give incorrect ticket number check help	neg
nothelpful mt volume extremely high today apology please continue contact reservation assistance	neg
try cxl reservation tomorrow need surgery week	neg
dial guy day can callback queue	neg
cancel flight previous request will accept ticket number document number	neu
call say help hand feel like appreciate customer	neg
inch	neu
thank good suggestion check rebook check look flight	pos
see horrible customer service group actually update information never fly american	neg
be web site request refund cancel flightled flight require numerical document number where	neu
hmm look like look tweet month be able agent help thank	pos
stuck plane jfk food plane need wait crew push plane good job aa	neg
meet flight lax tell passenger flight rebook badmgmt americanairlines	neg
aggravate baggage fee disappear gas price drop	neg
welcome dawn love take fly let again week	pos
fail disappoint wait jfk hour schedule word departure	neg
luggage flight hope get tomorrow tell	neg
lose wife luggage give answer	neg
check dm pls	neu
driver service employee work bad weather like hospital etc badmgmt americanairlines	neg
fact rule make poor customer service cancel flight change penalty hoop	neg
thank	pos
phone email cancel flight flight lovely	neg
guy try right	neu
ba flight access lounge be ord hr	neg
flight iad lax sit ground crew drive snow badmgmt americanairlines	neg
haha board pass board plane gate agent tell no worry	pos
cxl flight dfw cll notice treat like trash phone offer compensation wth	neg
as thankfully lounge door really impressed oneworld partnership	neg
delay wow	neg
flt get cncl not hold csr alternate arrangement plz help	neg
flight cancel flightled rebook united accurate ticket number check annoy	neg
guy totally lose aa fan year tell rep busy hang bad	neg
min priority bag arrive late flight evening plan delta min bag guarantee	neg
sit hour long phone queue hop thing rebook time plastic wing tear	neg
good find equipment inop ground air	neg
rude hiring requirement key west airport shake head	neg
dm info	neu
delay flight suck get bad	neg
tired sit delay computer	neg
two hour wait exps sit jfk phx flight us computer any shot lax flight	neg
awesome thx	pos
aa joke right that line accept call right hang	neg
yes rebook incorrectly	neg
fair but tell once lack communication delay happen tell	neg
call able help nevergettinghome	neg
cancelled flightl	neg
get lga safely thank take time plane safe fly	pos
cancel flightl flight notify rebook phone agent epic fail	neg
severely upset rude cs rep prob stress an aw let help cld mk btr	neg
sensitive fact believe warrant poor service a little help amp compassion go long way	neg
flight attendant yeseniahernandez provide excellent service peculiar condition day	pos
time with hang the finally send notification fixyourstuff	neg
complt incompetence flt delay pln lnd nite internet poor svc not expect	neg
just land crew gracious accommodate although long delay appreciate prompt response	pos
bother waste time call gunna	neg
time count	neg
usual flight show time suppose leave minute board	neg
sure rebook in line airport try work the earlier sfo good	neg
orbitz show priority seat book amp pay week ago	neg
cancel flight flight shv tonight amp flight tomorrow shv multiple flight shv	neg
look good pita inedible last year delicious shrimp cocktail this year garbage	neg
complete customer service theydontanswer	neg
where ticket office boston impossible book phone use voucher website headache please help	neg
sure mean son certainly operational need seat flt friday	neg
flight time late flightly	pos
any update hour assistance love	neg
fly year complaint start listen customer go bad	neg
cancel flightled flight maintenance customer service desk can hotel	neg
serve rubber pasta cover in sauce taste like plastic do food human consumption anymore	neg
exp member wait hour speak operator surely mistake	neg
cancel flightl flight tomorrow tell reservation refuse cool hateful	neg
no worry call hrs late flightr asleep take additional fee so aa standard	neg
u not spell airline trust home time safe bad gobankrupt	neg
ty can confirm deny leave jfk want figure delay store internet give different info	neg
where ticket office boston impossible book phone use vouch website headache please help	neg
change flight tonight why aa behalf instead flight tomorrow poor effort	neg
see sunset john usvi philly	neu
refund apology deplorable service	neg
lose bag amp min hold tell eventually bag completely unacceptable	neg
second sit tarmac hrs tell min	neg
direct miami w seat u rebook niece tuesday can phone customerservicefail	neg
confusing web site complicated ordering process this typically fly	neg
sister zero food cross country flight type warning voucher	neg
need change ticket re change online high volume u help	neg
rent van drive mile stranger arrive home no offer help aa	neg
ticket poor gesture goodwill miss trip status flyer time lhr ord	neg
do guy teach poor customer service american dream	neg
lag flight cancel flightl notice give voucher dirty hotel food voucher apology	neg
like thank customer service team response cancel flightled flight offer cont	pos
no answer phone delay cancel flightled flight rude employee sorry apologize blah blah blah bad	neg
reservation line will let speak representative busy literally disconnect why bother	neg
yes call uk number skype worth recommend	pos
be try book reward ticket world partner automate system will not let talk great job	neg
wait flight jfk newyork viracopos americanairlines	neg
american rebook ticket	neg
have try canx flight resch noon get back disconnect soon answer	neg
horrendous service on plane be phil hr now captain flight info print wtf	neg
suck bad airline fly stick hour help fuckoff	neg
hold hour second rude agent	neg
dear american hour hold time industry standard have hear additional staffing weather	neg
good agent flight arrive tomorrow afternoon hour layover	neg
unacceptable allow wait hold number	neg
rdu customer service awesome thank give bonus	pos
let crew member know time happen which time	neg
kid no answering call reserv line high volume option wait brutal	neg
lga nashville cancel flightled phone center help fabulous staff gate young man handle crowd	neg
man sit tarmac min rescue	neg
next friday morning bag lga final dest	neu
message delay respond	neu
fix inventory system plat upgrade bump down boarding fa say mistake	neg
fly competitor today start u end mistake americanforlife	pos
always enjoy time now plane dfw	pos
late flight phoenix give tick away arrive chicago hold bag hostage chicago rent van drive toledo hr drive	neg
need assistance frustrated reach reservation phone try book online amp fare longer avail msg	neg
want speak human this obscene request	neg
flight tomorrow idea reschedule fix online have talk agent answer	neg
be kid think call dozen time amp tell amp hang	neg
should expect response fiscal year this calendar year never	neg
still wait bag flight yesterday first class passenger happy service	neg
time awesome flight great job american	pos
response dm email customer service	neg
understand wait hour callback exec plat line drop agent try	neg
refuse unload luggage stick freezing weather cold weather clothe	neg
ask look change flight booking problems can help	neg
service horrible straight answer ground agent	neg
flight miami dallas monday reschedule tuesday	neg
yes service guc suck gate agent push passenger rude get	neg
den dfw want ticket new flight refund cancel flighted flight	neg
after day no bag amazing way neglect customer	neg
bad airline strand hour hour delay flight night	neg
email address send issue guy screw rebook flight wrong day help	neg
issue require bit tweet explain email	neu
pls help this seriously ridiculous	neg
rebook need columbus please help	neg
rebooked tomorrow morning never sure tomorrow morning	neg
wait attempt hour hold online tix seven day window	neg
seats gvn away stranger chicago rent van drive toledo no help offer hotel	neg
gold elite loyalty customer count hometown preferred airline right bum	neg
rebook need columbus	neg
flight dca need change asap help	neg
flight cancel flightled accept call how reschedule flight	neg
jacquelyn charlotte deny compensation cancel flight plane malfunction control	neg
flight flight	neu
always love open upgrade email	pos
call executive platinum desk get two hour time hrs late flightr stuck chicago	neg
need order special meal reach aa be hold hour	neg
delay flight today weather relate flightd keep good work	neg
hour late flightr wait callback need reschedule flight hopefully late flightr tomo cancel flight	neg
rep different gate rude ask assistance thank	neg
flt cancel flighted reschedule bad time try website state online useless website help	neg
stuck airport aadelay	neg
flight dallas grand junction amazingflightcrew	pos
redirect flight tell service abysmal	neg
american airlines service las vegas shocking absolute joker reputation seriously	neg
receive text alert automate call literally information happen	neg
aftr hrs bng hold hstg mia bc aa refsd med bag bag fnd aa refsd fix tkts cnceld say fly	neg
download app iphone notice drink coupon display get ready fly	neu
reservation system will let leave phone way fix rebook wrong day	neg
yep good now flight mci wait tick	pos
get minute after takeoff time wander address line people	neg
rebook tomorrow fail dl flight today despite asking available seat dl available	neg
leg flight nyc tomorrow cancel flightled hold miss chance home	neg
single person counter answering question plane confused people no staff	neg
that complete cop u ask issue how suppose sort situation	neg
fcuk shit service get fan	neg
flight tomorrow cancel flightled	neg
thank what flight hold cancel flight	neu
person	neu
rebook wrong day phone system say handle volume hang	neg
look cabin crew vacancy	neu
prime ticket seat switch aa not sure go	neg
hi	neu
talk agent get hang crazy	neg
cancel flights flight send email text now strand louisville	neg
hi cancel flightl flight us will what suppose	neg
get rebook airway guy flight get will work any help appreciate	neg
on hold min service agent hold forever	neg
can upgrade cash main cabin extra buy aadvantage mileage saver mile can	neu
expect	neg
flight tomorrow cancel flight online phone help	neg
tell luggage stay inside plane look video	neg
yeah lot question number dare	neg
hi guy check us aa jfk phx renew admirals club today	neu
hey guy dmed question upgrade post earn hope use tomorrow	neu
try	neg
book wrong flight and pe desk wait hour	neg
think try multiple time the status bag yesterday so disgusted	neg
thnkx bt not help need way our way need u charge sux neveragain	neg
amp appreciate problem year fly guy pretty aggravating	neg
sure bother agent airport not help amp phone ticket cancel flightl reason	neg
help needed complaint ticket passenger available seat schedule leave late flightr today	neg
leave luggage baggage claim previous information that deal	neg
hour answer	neu
somehow dfw mia get bump way g what	neg
americanairlines hr wait bag if taste world large airline heaven help aviation	neg
late flight again where crew	neg
fantastic support twitter team appreciate thank	pos
hang time try cal crazy	neu
impressive list fee	neg
do buy woody make much bad understaffing rudeness pre rookie mistake	neg
run engine troubleshoot issue board plane how plane miatoiah	neg
russ contact reservation reflight booking problems option good luck	neg
flight cancel flightled guy help	neg
changed flight bna ahead weather slam cost diff weather	neg
itinerary ewr to dallas la cancel flightl flight money find way ewr	neg
hour baggage carousel luggage nail coffin	neg
nicest people flight chicago thank david deane amp norma sedholm make feel comfortable	pos
can phone use credit expire frustrate	neg
lax jfk flight today	neu
appreciate update have appreciate pilot effort explain accurate authoritative comms vital	pos
agent help stagnant line customer super	neg
the bad weather surprise double triple staff hand handle call way treat customer	neg
plane land identical bad condition grk accord metar	neg
flight cancel flight lax tomorrow connection dfw help orange burbank	neg
pilot catering	neg
also reservation team fault bad decision feel bad reservation and social medium team	neg
like refund flight delay flight time feel like make fun	neg
submit complaint link amp follow never hear back badcustomerservice	neg
greatest newark gate agents david deane norma sedholm luz calderon feel like king americanairlines	pos
flight cancel flightled desk show online reservation	neg
the point pic if rep struggle merger imagine public	neg
flight ewr stop at dallas then to la need la tonight	neg
fly ft lauderdale fl seattle wa want honor flight	neg
able hold system keep kick main menu	neg
seattle check desk service service line desk service priority full srvc wait minute customer svc fail	neg
hey try call customer service tell hour wait this past hour thank suck	neg
leave tomorrow miami thing right deliver bag airport	neg
receive assistance agent secure new connection many miss work tomorrow	neg
so say center understaffed	neg
try change frm aa lax monday morning aa lax fat flight aa	neu
flight columbus ohio dallas texas cancel flight	neu
be mind aa what point twitter acct form letter character	neg
miss connection b c delay flight finally board soon	neg
on flt dfw fat can rebook flight tonight can phone	neu
important morning seat wife allow choose seat flight booking problems	neg
not believe impossible agent update delivery company yesterday	neg
plenty available aa agent gate nearby unable help customer flight	neg
the personal touch know aa other cool perk blame understaffing weather and hr hold time	neg
wait line hour san antonio barely move amp agent amp	neg
return flight schedule wednesday believe thank help	pos
neglect mention fee ticket medical reason jump hoop	neg
attempt hour call hold not feel confident	neg
buy ticket after day team share datum need meeting	neg
thank response know fault but be ord hungry want stop	neg
cut put flt tomorrow	neg
nah u boofin u not talk like human know respond like u actually brain and not want customer relation	neg
transportation go city get ny would sorry go to cut	neg
thing try avoid thank send baggage claim	neg
flt tom notification go airport	neg
book ticket online hold do require pay ticket	neu
help reservation not phone	neg
ask people leave miami airport guy wait minute	neg
move be hr hundred jfk upset tired want ba	neg
insane treatment customer	neg
help need speak live agent lose online reservation hold	neg
no at jfk sort guess thing small airport	neg
let employee treat loyal customer attackingbabymomma crazinessintherockie	neg
mad love	pos
thank force check carry luggage that exactly spend extra money travel size toiletry	pos
if update screen people know late flightst info good bad and work	neg
miss day work thank guy	neg
try find flight dfw hou tonight exec platinum desk call online info clear	neg
phone reservation team the system automatically disconnect	neg
flight cancel flight rebook agent mistake book wrong date be try phone hour	neg
no american this simple how you her info new flight basic customer service	neg
look tell guatemala night no record today need clothing work tomorrow	neg
cool canned response nah think tweet mention aa twitter dm	neg
fix mobile desktop site allow canadians select passenger check thank	neg
try ring tell try late flightr suppose leave hour	neg
guy amazing job today know hard thank kate appleton hard work reflight booking problems friend	pos
cover rental car refund ticket gladly drive hr home stick till tue	neg
reconsider usairway acquisition flight aa gold flyer insult attendant hang jacket	neg
neglect mention fee ticket medical reason jump hoop	neg
yes like refund	neu
realistic minute domestic international transfer jfk non us citizen	neu
eliza amp cheat u amp lovely flight but lot	pos
hope like photo	pos
if weather bad folk try extra hard communicate load bag flight	neg
mechanical issue all evidence point idea ils cll fault weather	neg
sorry like general way or sorry incompetence understaffing compound weather issue	neg
help home tomorrow	neu
too bad like people team because level unreal	neg
how real life response customer service issue seriously keep try eh work	neg
fix engine flight spend night airport fly home tomorrow	neg
thank	pos
just sure remember load bag plane cancel flight flight forget	neg
be real life aa like real life email call dm people inconvenience	neg
hey yesterday be hold	neg
weather unavoidable understaffing controllable	neg
not late flight board wait wtf	neg
when personal response apology crew have forget load baggage flight	neg
all flt jfk cancelled flightl thx ur agent sfo be rebook ua do awesome twitterhug shesaidrun	neg
know after hour get live person mess arrival car plan airport cost	neg
ahold aadvantage reservation need ticket reservation cancel flights soon help	neu
tell agent issue prob k fine but compassion deal w	neg
what status dfw ticket agent gate rude unhelpful	neg
speak like idiot ok need deal esp travel experience	neg
try switch flight aa currently aa monday morn aa help	neu
hope depart say catering service not available plane nthin	neg
understand weather fault ur cs rep atrocious not happy evr fly u	neg
when leave orlando line standby land priority member available seat awesome	neg
respond dm tweet can tweet tell	neg
dmed aa amp phone s amp what point response resolve	neg
guy email address just available flight ohare	neg
but eagle late flight	neg
trip airline experience like	neg
center will let wait hold happily be seriously suppose call not great	neg
half hour late flight leave dfw attempt explanation	neg
flight tomorrow get cancel flightled need find alternative dallas please help	neg
minute flight okc wait minute because gate epicfail poorplann	neg
like queue time high q wait agent hour flight get cancel flightled	neg
nah horrible dining option outside club luckily manuel admirals bloody mary	neg
early flight amp mia new york lga currently book flight	neu
hold time disconnection there excuse	neg
nice know pay seat then sell seat buy seat good scam scam	neg
play ear know good buy chewey oatmeal cookie customer care folk	neg
business class class guy upgrade exp member	neu
try hour hold	neg
thank quick response aa usually fantastic customer service that shocked	pos
chance make connection el paso dfw sat delay minute	neg
frustrate auto hold enter number cst	neg
ahhhh silence golden this top anyone fire	neg
hey aa help itinerary plat custy stuck pvr phone work	neg
where dm where voucher who pay cab car jfk tomorrow	neg
hold hour	neg
do dislike delay cause your crew forget load bag amp lazy pilot want duty day end	neg
guy help	neu
weather gross incompetence understaffing crew forget load bag do duck truth	neg
	neu
wait hour stuffy plane hrs luggage americanairlines	neg
guy flight today book laguardia louisville ky	neu
flight tyr tomorrow cancel flight weather how long rebook	neg
have aa flight san antonio dallas cancel flight	neg
try book flight representative advice	neg
cancel flights flight arbitrarily itinerary weekend ruin good reason no crew miss monday mtg	neg
need help	neu
flight cancel flightl laguardia louisville ky stick airport do guy compensate	neg
amp staff rude amp ignore passenger think accept reason	neg
understand weather issue expect passenger wait hour inside airport reason outrageous	neg
guarantee retribution if glad share	neu
friend have flight cancel flightlations lax cmh feb anyway help number help	neg
feature operator flight get hour late flightr get hang pleasehelp	neg
need work tomorrow help direct message faster call number backwards	neg
ugh dump dfw w luggage cancel flight flight time sat arrival tue	neg
cancel flights flight send email text then put way early flight miss thank aa	neg
dm big thank	pos
overweight pull dozen passenger why luggage seriously	neg
love company staff amazing uncomfortable situation comfortable	pos
wait hr cs flt cxld protection amp hang minute answer ring	neg
hold min cancel flight international flight am country leave help	neg
need place sleep land accommodation pls	neg
love new plane jfk lax run maybe day amenity function nocharge ever	pos
call chairman emerald after today customer	neg
flight great fantastic cabin crew landing thankyou jfk	pos
flight nyc buenos aires delay yesterday be go give answer	neg
flight cancel flightled home tomorrow use dinner play time nyc	neg
thank customer relations review concern contact directly john	pos
how change flight phone system keep tell representative busy	neg
thank	pos
thx get country us broken plane come get	neg
george look good please follow link start refund process	neu
flight cancel flightled leave tomorrow morning auto rebook tuesday night flight need arrive monday	neg
right cue delay	neg
thank get different flight chicago	pos
leave minute late flight no warning communication minute late flight that call shitty customer svc	neg
please bring american airlines	neu
money change flight answer phone any suggestion commitment	neg
ppl need know seat flight plz standby people flight	neu
how feel climate change question night exactly gopdebate	neu
do catch gopdebate night here scott good line second	pos
no mention tamir rice gopdebate hold cleveland wow	neu
that carly fiorina trend hour h debate man complete gopdebate say	pos
gopdebate deliver high rating history presidential debate	pos
on day rescind illegal executive action take barack obama gopdebate	pos
like happy hear go moderator not anymore gopdebate	neg
go msnbc live pm et gopdebate	neu
deer headlight ben carson brain surgeon perform lobotomy gopdebate	neg
last night debate prove gopdebate batsask	neg
in fairness billclinton own	neg
just wake tweet gopdebate good line night	pos
read family comment great gopdebate	neg
dear gopdebate notamistake	neu
love scott walker mark harmon romantic rival summer school look gopdebate	pos
hey exploit tragedy political gain thing gopdebate	neg
donaldtrump fire comment woman weigh gopdebate	neg
guess speak time gopdebate moderator time	neg
reason comment funny case ignorant gop tcot reason government work people gopdebate	neg
huckabee pay transgender surgery soldier sailor airman country safe ha gopdebate	neg
cruz class amp truth get vote gopdebate	pos
gopdebate clown show glad head clown trump help destroy gop	neg
no hate planned parenthood woman no hate planned parenthood and women more gopdebate	neg
gopdebate vine	neu
fox news try convince young black americans worried isis police terrorism gopdebate	neg
gopdebate ranking bad performance rubio kasich christie bush trump cruz walker paul huckabee carson	neg
scott walker abortion ban allow rapist father to sue for emotional distress gopdebate	neg
competition move far gay right woman right bad g	neg
gopdebate clown show glad head clown trump help destroy gop	neg
watch gopdebate bet feel like donate democrat right	neg
go need borrow train horn gopdebate the little bell wimpy hornmeansyouredone	neg
ted cruz gopdebate like ted cruz bed confusingly sad look face refuse	neg
the first gopdebate social media reaction more	neu
socialmedia the first gopdebate social media reaction more	neu
winesdaypodcast an update foxnews tech failure gopdebate	neg
the torched pass longer famous political assassin congratulation u wi	neg
trump carson ticket win landslide republican potus	neg
jeb bush obama fault brother obama clean mess brother gopdebate	neg
after fox news gopdebate primary voter wise policy plan folk put forth journalism	neg
listen fetty wap pack true american gopdebate doesthishashtagexpire	neu
trump cross shrug emoji president business lego movie gopdebate	neg
meanwhile white house gopdebate	neg
if plan gopdebate drinking game right rowdy gentleman	neu
please kkkorgop gopdebate	neg
trump think criticism misogynistic remark political correctness problem nope pervasive sexism problem gopdebate	neg
how gopdebate handle blacklivesmatter	neg
the goal foxnews night trump pave way rino like bush kasich gopdebate	neu
from live chat room gopdebate trump future spy nonfarmpayrolls jobs netflix http	neu
gopdebate deliver high rating history presidential debate fox thank	pos
most tweet gopdebate moment say purpose military kill people break thing tran servicemember	neg
the good bad gopdebate	neu
big moment reaction woman question kellyfil	pos
