text	label
lesson wait passenger connect flight shame	neg
do phone nbr refund dept	neu
post travel alert website travel bdl sunday morning	neu
yes domestic flight thank	pos
bring copy photo baby birth certificate flight feel uncomfortable travel real thing	neu
like similar phl	neu
thank make safely	pos
love change lounge cheese veggie olive addition cracker snack mix	pos
thank if method nice appear design flaw	pos
yes every flight like there need velcro	neg
secure footr shelf business class airplane	neg
forget fuel realize cargo add plane one way try mask delay	neg
gate team polite but plane habitually late flight in case passenger wait flight crew	neg
let runway mechanical problem wewantcomp	neg
move tarmac delay unknown reason post	neg
miss update connection need jax friend wedding strandedattheairport	neg
guy lose luggage suppose flight highly disappointed med clothe	neg
want connect discuss sponsorship opportunity silicon valley day film festival	neu
patient annoyed if book travel online people wait phone	neg
lol	pos
basically stuck pay hidden fee bump inferior flight jetblue come usairways merger	neg
how change	neu
us air switch aa ios app aa app good	neu
change ok time open seat early flt chkd bag let fly standby	neu
thank gate agent state college pa able early flight and figure early connection	pos
think weird mileage	pos
flight clt bos	neu
some kid anxious husband sit current setup no warning seat change	neg
app bad feel bad	neg
probably lose family world traveler customer broken process hope fix	neg
hear lot instead feedback home	neg
ass backwards process credit flight try hold customer relation impossible	neg
us airways forth gatwick charlotte lhr bit sad nostalgic way	neu
understand sympathetic how pay especially you switch flight	neg
problem funny nice day	neu
yes travel complete flight clt cak feb	neu
switch american airlines flight choice charge bag thought merge	neg
flight cost happen fly problem come us time	neg
airline scheme follow obj lmaooo	neu
reminder from tweet look follow	neu
the end reminder from tweet join	neu
stuck philadelphia airport hour maintenance dread flight home disgusting	neg
thank	pos
thank tell flight time plane break inferior airline	neg
leave	neu
success flight thank crew great time recovery	pos
emboss badge patch superior one currently	neu
far good week sav clt board before departure time time week perhaps time departure	pos
accurate safety guide show player usage takeoff landing	neu
still sit feel badly handle	neg
lilly m sju check fabulous	pos
be hold two hour get hang oh god	neg
thank	pos
flight open middle seat do want sit what policy	neu
sorry mean flight suppose depart say what issue	neg
change awesome also plane smell like onion ring	neg
tbt day	pos
issue flight jax delay tonight	neg
get rebook send wrong gate travel correct flight	neg
question lady behave	neu
dl send ethan new pant white revive laundry tab great guy good crew err single	pos
thank refund bag fee look forward return today hope	pos
happen phl lax now hr delay poor communication	neg
leave stay flight get bag this suck have run baby bag	neg
thank	pos
course yeah travel get harder ask passenger switch fact attitude	neg
hold minute receipt know guy busy think time high staff	neg
thank hour layover la icing cake at staff courteous helpful not unreal	pos
wish fly cancel flightl flight tomorrow notify flyus ripoff	neg
m phx be the plane wait and wait	neg
hold captain late flight bag fit	neg
thank slow inbound plane need worry eyw late flight great holz ahead cheer	pos
turn seat cushion clean area please explain issue	neg
booked seat end row label occupy play musical chair min unacceptable	neg
phone support rebook orig flt late flight make	neg
kudos phone support charlotte gate staff	pos
chance make	neu
hey let know bad fucking service thank	neg
wife try check flight tonight rsw website allow say airport part	neg
good idea travel today airport need petition faa silly change rule	neu
re go maiden marry doc maiden hence problem	neu
call reservation can change able note re problem tsa	neg
plz plz plz hold eyw the phl sooo late flight go to miss connection	neg
btw upset usaiway promise	neu
hate	neg
passenger maiden end online flight booking problems yes understand non transferable	neg
passenger large armrest seat recourse nothappy	neg
gate agent say book sorry ticket class seat customer service land	neg
change correct do reservation say change ticket	neu
airline open sooner confidence booster	neg
receive brochure mail tout benefit advantage card usa merge baggage include	neu
pay ticket advantage world executive card pay baggage fee fly airway wife travel	neu
other credit card statement receive way look	neg
wait hold long wait hold forever receive confirm place help	neg
will	pos
thank fill claim hope bag tomorrow	pos
	pos
captain flight phx phl tonight hilarious greeting pointy end airplane haha thank	pos
notice believe see confirmation flight buy week ago def pay help resend	neu
bad customer service still provide answer drive clt airport rude amp unacceptable fail	neg
appreciate shoutout roberto dm confirmation code forward kind word send	neu
sit minute runway dca gate early landing late flight flight	neg
find flight want be aa advantage applicable earn mile merge	neu
	neu
airline misplace airline attendant reagan airport cincy delay try find	neg
flight finally arrive charlotte book luggage lga room flight what mess	neg
thank fix hour delay	pos
have patience this acceptable	neg
flight amp flight attendant flight freaky coincidence plus great	pos
land safely work	pos
explain hold hour dumb different airline wth	neg
sunday can wait see	pos
nofun nocustomerservice onhold try reservation nothappy	neg
long gate flight take minute fly time minute runway far	neg
attempt ckin flight day site unable retrieve detail call twice disconnected	neg
email week ago	neg
wait captain report call time ground crew sit runway evenlate flightr	neg
finally rectify flight situation thank	pos
difference cancel flighting reflight booking problems help avoid change fee	neu
time today phl nice work thereisafirstforeveryth	pos
day can find bag bc say scan amp technically leave lax	neg
ice cream solid	pos
shout pilot fc us super strong crosswind landing eliz super job	pos
tell correct tag luggage luggage apparently la charlotte this ok	neg
double booked speak cs get plan fix amateur mistake happen	neg
hey guy horrible customer service issue way check bag credit	neg
get email ask checkin tmrw flight mean book help	neu
go hear friendly please wait repeat hold transfer idk	neg
the captain turn seat belt sign people walk that good	neg
sorry hr bag straight answer today	neg
need work online checkout system two bank transaction ticket bush league yell devs	neg
appreciate shoutout roberto dm confirmation code forward ur kind word confirmation code	neg
sit tarmac pit min no announcement just sit	neg
tsa precheck show boarding pass flight tomorrow help usairways tsaprecheck	neu
can not help frustrate hour u end disconnection answer especially div pref member	neg
think airway flight go smoothly	neg
service leave lot desire flight early short staffing mean wait tarmac thank	neg
late flightr flight charleston leave flight schedule earlier that wrong	neg
delay cha miss connection charlotte lga not good	neg
add seven hour day so far want odd bag carousel kc notcool	neg
flight cancel flightled disappointed	neg
lose faithful customer	neg
time able help	neg
marsha myrtle beach great deserve respect praise thankyouforeveryth	pos
seriously attendant awol min now flight delay do lite match	neg
bad practice disappointed airline prepared honestly time fly guy	neg
understandable issue create new flight personnel change plan accommodate	neg
depart let high hope but schedule far	pos
thank show interest greenville sc	neg
usairway so flight late flight get charlotte miss connector phoenix thank time ever fly usair	neg
thank suggestion stop promo message bit run music amp msg say volume high vrm	neu
clt jfk nasty plane dirty seat amp floor rude flight hopefully aa clean disgusting vile	neg
pay ticket say pend be normal want money account	neg
ok thank tell ground delay snow	pos
flight cancel flightled yesterday move today stop dc flight delay lack crew	neg
not think say no respond auto response wait auto response	neg
first class head	pos
wife boston say snow right	neg
pple great job w madness system need help appreciate hard work amp push b good	pos
thank give away seat another fine job	pos
stick plane snow boston actually snow boston usair flight	neg
wait desk hold counting photo desk agent phone flattering	neg
thank	pos
cancel flight flight time past day experience bad	neg
thank betty work gate ilm lovely gate agent clt help home phx tonight instead tomorrow	pos
flight saturday mci clt heavy snow predict mci when u allow change	neu
realize weather day day flight get cancel flight please prioritize ur passenger help	neg
help response usairwayssuck	neg
team home luggage wet partly damage not happy blizzard	neg
surprisingly quick response time thank	pos
strike lose bag and theworst	neg
what point baggage claim ticket scan track	neg
no access dividend miles week automated phone keep tell late flightr frustrated livepersonplease	neg
can ahold speak miss mile month travel amp submit twice online	neg
ask reimbursement maybe mile add account inconvenience money spend	neg
ask reimbursement like mile add account tell customer service	neg
come home day late flight find guy lose luggage	neg
spend cost flight free room transportation airport	neg
voucher hotel useless number room available expect	neg
experience define customer service a flight attendant willing follow passenger bag charge	neg
turn difficulty past loyal customer as aa platinum flyer usair unhelpful why	neg
minute tsa number min stop hold people hostage require dividend mile acct	neg
thank can help remind agent ok ps hear rumor streaming wifi tv movie service instal	pos
kill let tsaprecheck number reservation	neg
comforting thing pilot sit stationary plane hour know happen	neg
thank	pos
number cant wait lol usairsuck	neg
have not wait happen service	neg
appreciate have hashtag lucycat	pos
be possible earn dividend miles passenger purchase ticket	neu
consider honor original fare price try flight booking problems ticket	neg
book award ticket recently ticket mile contact online form phone	neg
you are the best follow me	pos
that appreciate however system tell late flightr end no need reply thank	neg
board ppl plane turn de ice why ppl wait hour long process	neg
yeah know spend dollar ticket price go week	neg
there ticket number transaction pend	neg
patient originally	neg
thank reach gold div flight change confirmation	pos
strand starving meal voucher plane mechanical issue flight hr	neg
yes flight attendant wonderful btw secure tray table flail	pos
link work try track bag time still clarify	neg
thank seat hot athlete this flight significantly good	pos
thank on way bag thank have number	pos
stand seat ticket passenger know connect flight	neu
spend hour hold	neg
flight arrive late flight leave passenger connection	neg
crazy have speak human there good way	neg
assistance flight plane land hpn connection atl	neu
try day and hang prompt what	neg
apology	neg
flight today show time online able check call amp tell cancel flightled hold hr ago help	neg
announce people go fl charlotte different plane amp gate direct flight logic	neu
be way contact agent available need help flight booking problems award flight	neg
flight delay hour no reason give sure love fly airline whatajoke	neg
thank busy time	pos
thank	pos
thank crappy hotel food taxi bill follow standby cancel flightlation usairway	neg
hey book flight isabelle gramp boston lax say charge credit card transaction	neg
you are amazing follow me back please	pos
travel this insanity storm inevitable make hold add lap child badservice	neg
thank	pos
recently move get new license book flight month ago old license need change	neu
no systemic problem mail come usairway spf record disallow dm detail	neu
recently move get new license book flight month ago old license need change	neu
need plane remember choice	neg
you are the best follow me	pos
time occur week patient choice antitrust issue	neg
vacation budget blow bc lack communication usairway use refer	neg
no reflight booking problems necessary afford deal kind unprofessionalism like type credit	neg
odd flight delta actually orlando today flight	neu
how long receive ticket itin book us flight	neu
get bad service see airline cancel flightl flight rude employee currently flight delay	neg
go wait long phone line help problem	neg
policy change flight different date flight delay	neg
check online tomorrow flight thought auto upgrade already get email say seat	neu
pordes	neu
tell reservation rebook	neu
twitter reservation connect what people want reservation duh	neg
air deice plane miss connect customer service helpful hop catch flight	pos
try nashville london idea good time fly nashville right	neu
tell flight clt srq wait	neg
grade trip flight timeliness flightations customer service flight attendant	neg
stick cae need reflight booking problems flight possibly dm info	neg
work hard make sure thing flow smoothly keep positive	pos
board depart thank response	pos
totally understand weather just frustrated thank	pos
that flight place original flight charlotte cancel flightled now delay	neg
thx gate agt john pascucci find flight clt pvd original cancel flightled	pos
reaccommodation delay flight amp gate agent mumble word folk get anxious	neg
you are the best follow me	pos
check process use mco absolute disaster	neg
phone talk real person	neg
week take money leave strand hour home have rent car help	neg
give	neg
hold hour minute reservation line how possibly business way	neg
guy customer fuck badly u	neg
provide good logistic experience people surat navimumbai	pos
hi could protect us case still ground check luggage chance original	neu
fuck	neg
disappointment make arrangement amp sleeping toddler zero assistance usair madden	neg
thank	neu
min schedule departure sit terminal communication lovely	neg
travel year old appreciate hold end good business host unanticipated layover	neg
miss flight connection flight attendant delay yet voucher fail	neg
phone look like global	neu
no need apology unfortunate situation there date land suppose land	neg
drunk stop serve	neg
you are the best airways follow me	pos
flt ground gate dca why happen	neg
shout red head gate agent flt dca chs tonight do great	pos
now jfk baggage office actually run paper hotel voucher thislinehasntmovedforanhour	neg
dude name shaquille desk charlotte incredibly professional helpful crazy angry people tonight	pos
awesome usair tysvm	pos
thank	pos
lovely great people work organization	pos
only jfk baggage office open help book cancel flightled flight dca shameful	neg
	neu
flight update help wait min arrival wait plane leave gate who write	neg
tyvm usair happy	pos
thank hectic action represent company imo	pos
sure question remain find crew will come flt tk	neg
glad home great people get home safely sad bc scheduling problem	pos
what suck fail	neg
handling joke boston logan little old lady one handle customer	neg
will appreciate response	pos
long bill cycle	neu
thank kevin team phl great service recovery tonight appreciate	pos
commitment excellence praise can wrong city day late flight right day late flight customerservice	neg
beware barklays bank terrible cust service will assist know badly write english	neg
weather act god refuse help wife kid sympathy	neg
stick charlotte treat like staff	neg
flight get delay cancel flight information bad customer service	neg
sit throne lie	neg
bag call noon promise today like update like website promise need bag	neg
flight finally air not food feed customer no movie entertainment hr flight	neg
hope pilot good day	neu
thank help leave message dca lose find finger cross find	pos
only water flight dca this time see happen executiveplatinummeansnoth iwantcoffee	neg
eh happen think survive thank	neu
hour hold customer service answering ridiculous	neg
cust svc line charlotte nc agent better a game	neu
flight	neu
thank trip screw have meeting dinner be still nyc	neg
freak fact fix engine charlotte orlando longday	neg
tell record refund can help this long day	neg
try speak multiple people reservation desk min hold waivethefee poorcustomerservice neptune	neg
be hold hour completely unacceptable	neg
stop repost autoresponse that return flight home imateacher could not rsw notmyfault	neg
contd pm flite tonite think bad customer service u need fix	neg
thank glad head home great people center	pos
thx replying after try time amp mail people hang talk tech	pos
ha fun	pos
long flight	neu
fly high thank	pos
ticket not bc unable depart dest rsw bc blizzard bos tell way use credit fine	neg
hour hold oh wait minute useless csr talk hold minute	neg
thank good gate agent charlotte boarding flight	pos
ask ice attendant snap not ice cart min late flightr cup ice people row ahead	neg
thank	pos
half hour hold hope feel good steam pile shit pay far	neg
redeem flight have negotiate thank lord head home	neg
total bs offer pay first class airfare tell sell seat give seat crap	neg
strike strongly suggest live tweet ordeal medium team appreciate update	neg
weather mess south miss connection clt impressed cust serv phone rep today	pos
and middle initial versus middle all not spend time computer issue	neg
disappointed allow change seat check early online flight tomorrow morning	neg
frustrating flight home change airline thank phl usairway employee amp help get iah	pos
staff member look like head check website	neg
travel lax clt hts rebook tomorrow travel advisory	neu
this flight brother rebook able info phone pass club	neg
flight thank	pos
ur go charge wi fi sure work brutal dialup b time thing load theend goodday	neg
hold minute there lack quality service nobody care hate shitty airline	neg
you are the best airways follow me back please	pos
will not waive fee flight cancel flightlation neptune to use credit fee could not reach destination notmyfault	neg
thank and thank accommodate	pos
you are amazing you are the best follow me please	pos
business try hour pathetic	neg
thank	pos
you are the best airways follow	pos
flight sit jfk delay hrs no employee load bag terrible	neg
call time day that unacceptable willing wait hold option	neg
you are amazing you are the best follow me please and follow you	pos
leave coat luggage anticipation cramp overhead bin	neg
know try confirmation call go can let know	neg
rebook suck big time crappy layover customer service sub par	neg
send thank employee freddie phl admiral club a east allow day pass sibling stuck today	pos
tooooo cancel flightations chain command hat	neg
u guy choice	pos
thank	pos
drink voucher flight winkwink	pos
nice touch very intimate file claim soon reimburse have airway day	pos
tell gate open ord need wait still wait min	neg
and sign boarding can update	neg
miss flight reflight booking problems walk flight phone seat	pos
great job communicate passenger flight exist anymore	neg
thank travis phl a east checkin know baggage policy ski amp boot count teach mgr know	pos
thx respond when bag come mad rush end jetway baggage claim	neg
have agent reservation contact instead ask waste time sit phone hour	neg
if believe keep customer happy especially mistake	neg
right up up amp away	pos
let plane gate miss connection clt closing	neu
hold hour know money	neg
charge change flight rip reason hand amp want reschedule flight july	neg
flight leave begin board please update website asap	neg
send wrong line oh kiosk work thank	neg
phone number gate give work what customer service phone number	neg
	neu
thks tip seem like workaround customer friendly solution easily accessible email	neg
unfortunately think watch bus rebook late flightr flight planestrainsandautomobile	neu
suppose flight charlotte rdu yesterday be flight schedule departure tonight	neu
thank stressful day	pos
in future better harsh weather preparedness plan so staff call snowball	neg
flight booking problems flight credit previously cancel flightled flight can phone book online help	neg
absolutely the staff amazing	pos
haha great day	pos
thank try say anywhere try	pos
team able carry on plane	neg
customer service fine	pos
fabulous thank look forward take sky	pos
do tell tell actually do reach mind hold will that	neg
baggage allowance flight glasgow us thank	neu
exceptional service flight ind phx	pos
nice flight level consistency service flight attendant quality control	neg
way hold flight clt husband stick security check line flight schedule	neu
issue people r nice storm email wrong phone number auto rebook flight non connect city	neg
miss reservation cancel flightled flight make right give class tomorrow make customer happy	neg
consolation bag real impediment go different vacation	neg
tip get hotel airline will tell flight	neg
leave son duke hat flight night say mason any way locate thank advance	neu
known traveler transfer check aa elite choice seat	neu
crew keep safety mind clt	pos
be research flight amp notice small issue w class service site amp site could reservation help	neu
just contac eyewitness news ripoff cancel flight want pay	neg
how change penalty customer service	neu
hundred people line half desk man clt help	neg
now probably go miss connection charlotte drive home funeral	neg
flight fro orf phl	neu
this date send forth disgrace	neg
hop voucher future flight optimistic	pos
warm weather hub mean mexico and lose bag hope attempt rectify	neg
thank	pos
say time website btw	neg
disaster sit runway bring plane gate smh	neg
website board logan say time go security get gate	neu
get flight bos charlotte find cancel flightled get gate	neg
tara g pat praise helpful phl member lounge	pos
thank hope destination	pos
get email flight delay that right	neg
spirit look like gem air travel handle winter storm	neg
thank reply hop clear charlotte monday	pos
take month	neg
yes file report atlanta bag charlotte nc hour late flightr find luggage	neg
need contact asap furious	neu
cancel flight sm response slow	neg
hold gold reservation line over hour flight cancel flightled try rebook	neg
reservation hold hour hang smh	neg
look today	neu
arrangement	neu
strand hour mia patrick casimir only aa staff apologize great inconvenience unreal	neg
thank as say deny mile expire week ago drop plan avoid aa possible	neg
believe understand flight be originally book sunday flight cancel flight reschedule today	pos
aa employee rude unwilling help mile rotten cherry dog shit sunday nocareforcustomer	neg
mold flight filthyplane hopeidonotgetsick	neg
second touchdown madrid airport april avgeek	neu
sleep miami airport mechanical issue give bonus mile try right slapintheface	neg
new time confirm cancel flightled travel kid need certain thx	neu
dm locator code thank	neu
thank	pos
sure hope fix good luck service suck nexttimeiwillflysouthwest	neg
thank fresh food cross country flight make connection close no time eat tpa dfw lax	neg
flight get cancel flightl grk dfw lex tomorrow need rebook	neu
do sort live chat feature uk right cost alot	neu
thank	pos
thx respond not watch min film cut prolonged prd time frustrating	neg
connect person have wait hour hold able resolve problem	neg
delay americanairlines ohio dalla miss connect flight	neg
look wife travel could use membership	pos
thank	neu
what happen combine top chef amp beauty san miguel de allende late flightst food blog	neu
great thank follow	pos
this exactly ill fly aa dallas only airline trust	pos
this address issue hold min speak agent	neg
get flight thank	pos
u r online cancelled flight flight call cs time hungupnohelp	neu
submit case aa customer relation week ago word s point have cr	neg
think help base behavior the voucher cot like lol	pos
wait flight money	neg
cancel flight flight need trouble	neg
hi ticket award ticket the status on request thank	neu
get eventually be rollercoaster once get airport amp get speak thing get fix quick	pos
extra hour travel time missed vacation time guy mess professional life	neg
check app yesterday confirm upgrade amp carry get counter amp manager upgrade somebody seat	neg
yes yes yes glad head home	pos
worry send letter expect compensation fly twice week w guy	neg
thank	pos
thank update hope connection killeen tx	pos
hold w customer service line minute this phone agent min b drop	neg
know suicide second lead because death teen	neu
iphone gb plus	neu
order but flight delay hour bad forgot meal	neg
thank	pos
aa not charge fee change award ticket long origin destination amp award type remain	pos
need flight tonight be	neg
thank confirmation	pos
ok likely tmrw uk time question process get change charge reverse bereavement	neu
please find bag in singapore day bag last know destination lax tag please help	neg
come want home miss day work stuckinmemphis texasisclos	neg
guy kill	neg
aww cool nice know head one faf	pos
status flight sju	neu
offer perk ask tell no thenewamerican	neg
dumb thing beat bush if flight cancel flightled prepare compassion	neg
yes ios run ios	neu
continue win miss flight nice little quiet gate change possible sheesh	pos
keep aa air crew chief cousin alex espinosa dfw	neu
lose cat miss flight keep crate hr hr trip touch pet	neg
worry will steal money	neg
continually get hold painfully inexperienced people call platinum desk	neg
pretty lame response page single spaced letter	neg
truck no biggie	neu
flight vegas dfw cancel flightled sunday monday whammie today	neg
airport snow removal method good work folk cessna	pos
flight jacksonville fl dallas show cancelled flightled what go be rebook flight	neg
great thank	pos
awesome thank	pos
rely fly usair american employee rude unhappy	neg
like apologize gate agent flight aware zone precious gem	neu
key point confusion change initial flight booking problems us airways metal	neu
origin destination date go us airways connect flight aa direct flight award saver level	neu
when old fly ord pvg upgrade	neu
know just little cold weather humor	neu
none lax flight dfw cancel flightled those landing fine completely arbitrary	pos
thank	neu
aww thanks aa dfw gma am understand btw airline be able trv love guy	pos
these awesome photo thank sharing	pos
new plane gogo easy power laptop iphone miss good boat style swivel cup holder dietcoke happyfli	pos
cancel flight flight way rebook website app wait minute hold fail cc	neg
think plane retire	neu
just get phone customer service only minute issue resole guy awesome	pos
thank info be number speak person go hour type	pos
kax premium hop flight good food tv know work service tnx	neu
sound like date	pos
frustrate attitude execplat member thenewamerican	neg
misunderstood would not day flight change the gate agent say no	neg
flight way	neu
thank	neu
hope enjoy winterweather bring warm coat glove maria yup new beanie	pos
weather sun	neg
idea wait time refund tell day phone past	neg
happy purchase upgrade if avail flight	pos
flight dfw lit way pdx tomorrow cancel flight can help	neu
the issue lack consideration announcement late flight gate agent hour	neg
sure run version	neu
good fly	pos
guy respond tweet dm really sad feeling ignore	neg
number let wait customer rep very frustrating can talk human	neg
want speak human this obscene request	neg
response dm email customer service	neg
thank	pos
need work harder disconnect intention reality passenger face	neg
hopefully will bad one opportunity good dwell good one encouragement word	pos
minute wait silver elite line pick help	neg
consider continue point program receive perk continue bad customer service senseless	neg
aa employee rude unwilling help mile rotten cherry dog shit sunday nocareforcustomer	neg
second touchdown madrid airport april avgeek	neu
new time confirm cancel flightled travel kid need certain thx	neu
min cost flight change be ago drop cancel flighted flight ask refund	neg
dm locator code thank	neu
thank	pos
sure hope fix good luck service suck nexttimeiwillflysouthwest	neg
flight get cancel flightl grk dfw lex tomorrow need rebook	neu
do sort live chat feature uk right cost alot	neu
disappointed flight booking problems process fee sit crowded flight not impressed far	neu
thank	pos
	neu
jump gun cancel flighting flight snow now cancel flightlations ridiculous	neg
thank	pos
what happen combine top chef amp beauty san miguel de allende late flightst food blog	neu
great thank follow	pos
this exactly ill fly aa dallas only airline trust	pos
get flight thank	pos
u r online cancelled flight flight call cs time hungupnohelp	neu
think help base behavior the voucher cot like lol	neu
sorry uncomfortable andrew what sma	neg
hi ticket award ticket the status on request thank	neu
get eventually be rollercoaster once get airport amp get speak thing get fix quick	pos
yes yes yes glad head home	pos
worry send letter expect compensation fly twice week w guy	neg
thank	pos
thank update hope connection killeen tx	pos
try book rwrd tell not buy tix usair aa choice bother aadv svc	neg
know suicide second lead because death teen	neu
thank	pos
aa not charge fee change award ticket long origin destination amp award type remain	neu
need flight tonight be	neg
thank confirmation	pos
spend choppy feed whiplash americanairlinesfail iwantmymoneyback	neg
ok likely tmrw uk time question process get change charge reverse bereavement	neu
response difference situation good no trust get lose like bag	neg
come want home miss day work stuckinmemphis texasisclos	neg
here photo	neu
guy kill	neg
aww cool nice know head one faf	pos
would love dm twitter app say follow	neg
offer perk ask tell no thenewamerican	neg
dumb thing beat bush if flight cancel flightled prepare compassion	neg
yes ios run ios	neu
keep aa air crew chief cousin alex espinosa dfw	pos
lose cat miss flight keep crate hr hr trip touch pet	neg
look help usairway award travel book wife boy seat assign	neg
truck no biggie	pos
bad mood angry spagnuolo coach ram	neg
flight vegas dfw cancel flightled sunday monday whammie today	neg
airport snow removal method good work folk cessna	pos
these bird fly south america example argentina	neu
flight jacksonville fl dallas show cancelled flightled what go be rebook flight	neg
great thank	pos
awesome thank	pos
rely fly usair american employee rude unhappy	neg
say aa provide flight wifi route china base federal law united	neg
u help rebook passenger twitter dm be hold hour thank	neg
like apologize gate agent flight aware zone precious gem	neg
origin destination date go us airways connect flight aa direct flight award saver level	neu
when old fly ord pvg upgrade	neu
know just little cold weather humor	neu
answer question maybe provide detail clarification	neg
thank	pos
aww thanks aa dfw gma am understand btw airline be able trv love guy	pos
these awesome photo thank sharing	pos
new plane gogo easy power laptop iphone miss good boat style swivel cup holder dietcoke happyfli	pos
just get phone customer service only minute issue resole guy awesome	pos
thank info be number speak person go hour type	neu
kax premium hop flight good food tv know work service tnx	pos
sound like date	pos
day grievance airline no customer service	neg
flight way	neu
thank	pos
hope enjoy winterweather bring warm coat glove maria yup new beanie	pos
fail flight rdu sit wait flight attendant logistic good	neg
idea wait time refund tell day phone past	neg
flight rebook not cancel flight woo hoo go	neg
the issue lack consideration announcement late flight gate agent hour	neg
sure run version	neu
nice read thank	pos
advise turn issue police sexual assult thank you for allow that on your plane	neg
bet sure form wear tear skin hope survive rest winter xxx	neu
love live so close so always have great view	pos
thank	pos
actually online indicate seating available premium cost allow seat selection time purchase	neg
good fly	pos
guys let	pos
hardly believe bundle stay warm	pos
right someone	neu
flight go connection mex	neg
thank share photo round applause crew appreciate hard work	pos
free ticket hawaii fabulous	neu
want change flight week charge wait fligt status	neu
that dfw omg yeah cold	neu
great customer service thank	pos
when flight booking problems flight online provide passport number flight booking problems arrive airport	neu
yes	neu
flight cancel flightled wait rep rebook wonder issue get	neg
thank respond quickly tweet appreciate	neu
try change time flight purchase tell pay change fee ridiculous	neg
email willing discuss experience amp try like speak directly	neu
bet bird wish fly south winter lol	neu
think american airlines great like treat better loyal customer right	pos
fly happy live plane love life	pos
glad bet bird wish fly south winter	neu
second pic cdg	neu
sure bird warm weather soon	neu
would fly real far south huh winterweather brrr	neu
um south snow atl	neu
sure certainly chilly east today	neu
merger go fail huge probls w comm dfw storm cxld rtrn flt not cool	neg
feel like nickel dime enjoy flight aa purchase tkt pay extra seat	neg
use	neu
happy tt friend hope weather cause headache	pos
day time world	pos
can unload flight jetway break step planb wait nearly hour	neg
love seat appear disappoint upgrademe wtf	neg
be expect delay cancel flightlations dallas snow nothing like monday hope	neu
please explain cost price roundtrip fair change departure time flight	neg
the flight delay time spend tarmac reconsider future flight option	neg
oh issue resolve air	pos
need answer wichita falls	neg
americanairlines say bag leave miami return follow mechanical glitch	neg
need refund	neg
hi lose find solution want offer free assist contacting people item find	neg
inconvenience disaster a phone bill refuse pay	neg
expert see right rdu airport	neu
stop send customer relation hand write letter send letter call help	neg
be large wichita falls airport receive arrival call answer wait day	neg
kudos captain crew handle fustrated people deal preventable issue shortcoming maint	pos
airline trouble winter amp get good customer service contact negotiate w company foru	neg
lot upset people freeze terminal gate agent keep wait plane allowable time length	neg
fly child	neu
yes rno departure w connection dfw lga lax jfk	neg
oh reappear lol	neu
to announce during boarding choose limit catering point will run show lack planning imo	neg
thank quick response appreciate	pos
thank respond laptop bag need work worried the file code utevgw	neu
thank update	pos
guess select problem sudden trip get jack	neg
hi guy rno dfw tomorrow plane come dfw bad weather consider fê route connect	neu
travel infant do check carseat free if provide bag someone tell want confirm	neu
wait nitrogen strut airport nozzle calibrate try find	neg
lets hope stay way big thank ground outside crew us month great fb post yesterday	pos
boss	pos
not plan if fly low slow right great	neu
forget select ksml flight la minute hour mark be way change	neu
response incredible truly amazed step take enhance customer relation big thank	pos
dm	neu
issue wait ramper close door waste tell need	neg
be lack communication competition american air chance	neg
dm follow	neu
apparently tell staff ground promising come	neg
day contact human apology letter yucki read soon	neg
thank guy get sleep hang dfw bad weather	pos
great thank	pos
foot freeze b c door open flt time fuel wait ramper	neg
help	neu
connection	neu
simply amazing smile mile thank u upgrade tomorrow spend lot time week	pos
status flight xna dfw get different report	neg
thank quick customer service today refundprocedurenottoopainful know winter weather fault	pos
need yyz tmr morning switch united bag aa la la land	neg
yes travel marsh harbor	neu
seat disgusting old dirty when go refurbish plane us air jfk phx	neg
understand need drain lavatory fear freezing policy check board smh come	neg
thank recommendation sit minute update min ago	pos
stick future no change fee bag free stellar customer service	neg
plane	neu
control weather come great customer service	pos
local agent there person answer question phone service terrible	neg
depend terminal good option arrive c depart breakfast burrito crave any update	neu
watch parent break stroller amp tell look fine print	neg
wish remember name	pos
delay connection pns	neu
thank get frequently weather advisory update day	neu
live dfw hub hate have fly jfk ireland	neg
thank aa start vacation	pos
flight cx kill layover want breakfast hungry get dfw	neg
yes thank just want start vacation	pos
flight number m	neu
thank reply try figure dfw	pos
merge airline be ready prime time book elite flyer nothappy needcoffee	neg
yes obviously stink p.m. option suppose fly yesterday	neu
good morning tamara try comfortably flight soon nocoatcloset	neg
thank aa	pos
thank yayayay	pos
that hop contact wk ago respond issue us fund frustrated	neg
tell emergency service stay home hour	neu
thank responsive twitter truly impressive	pos
flight depart tomorrow wednesday cancel flightled airport weather	neu
flight	neu
send cheque today pay uk bank account very annoying	neg
tell dfw weather advisory rdu entire state nc shut ice amp snow	neu
thank much appreciate	pos
like originally try happy pay difference	neu
mission accomplish today thank	pos
zoom sauce potato this stuff vile and mean vile	neg
merging mile complete be month	neu
wifi dca stl route hour flight use love	neg
thank great customer service family sat safely the weather dfw thing little worrisome	pos
yes start flight get home hour late flightr record locator bsuxlu	neg
fantastic thank will try tweet photo view	pos
excellent love guy if class hug see shortly	pos
thank email how long expect response	pos
great job tyr ground crew let bird outta tell flight wait mike	pos
one question wife bonus should today	neu
sufficiently sorry actually guess system presumably reproach reform	neg
good morning wonder pre tsa check boarding pass morning	neu
yes bit follow dm	neu
compensation cancel flight departure twice miss wedding	neg
hop possible frozen view way	neu
see blue go look	pos
